ref,name,address,lat,long,description,,,,,,,
238,Сумиагропромбіржа,"м. Суми, Першотравнева вул., 29",50.907173,34.789342,"<div align=""center""><b>Сумиагропромбіржа</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 40004<br>
<u>Адреса:</u> м. Суми, Першотравнева вул., 29<br>
<u>Телефони:</u> (0542)660-435<br>
<a href=""http://stb.sumy.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> sapb@stb.sumy.ua<br>",,,,,,,
239,Кадастр-С,"м.Суми, вул. Горобинова, 21",50.94426,34.728932,"<div align=""center""><b>Кадастр-С</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 40030<br>
<u>Адреса:</u> м.Суми, вул. Горобинова, 21<br>
<u>Телефони:</u>+38(0542)224706<br>",,,,,,,
240,Гео-Бізнес,"м. Суми,вул. Малиновського, 12",50.898530,34.785266,"<div align=""center""><b>Гео-Бізнес</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 40001<br>
<u>Адреса:</u> м. Суми,вул. Малиновського, 12<br>
<u>Телефони:</u> +38 (542) 78-75-71<br>",,,,,,,
241,"Оціночна фірма ""Волфа""","м.Суми, вул.Горького, 30",50.917895,34.800361,"<div align=""center""><b>Оціночна фірма ""Волфа""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 40011<br>
<u>Адреса:</u> м.Суми, вул.Горького, 30<br>
<u>Телефони:</u> 0542607659<br>",,,,,,,
242,Суми-Недра,"м. Суми, Кленовий провулок, 15",50.947949,34.74856,"<div align=""center""><b>Суми-Недра</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 40019<br>
<u>Адреса:</u> м. Суми, Кленовий провулок, 15<br>
<u>Телефони:</u> +38 (0542) 630184, +38 (0542) 240152, +38 (050) 3015911<br>",,,,,,,
243,Сумський Проект,"м. Суми, Привокзальна пл., 9",50.923558,34.805741,"<div align=""center""><b>Сумський Проект</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 40011<br>
<u>Адреса:</u> м. Суми, Привокзальна пл., 9<br>
<u>Телефони:</u>+38 (0542) 251394, +38 (0542) 251293, +38 (0542) 215609<br>",,,,,,,
244,"Державне підприємство ""Волинський науково-дослідний та проектний інститут землеустрою""","м. Луцьк, вул. Винниченка, 63",50.751401,25.329447,"<div align=""center""><b>Державне підприємство ""Волинський науково-дослідний та проектний інститут землеустрою""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 43021<br>
<u>Адреса:</u> м. Луцьк, вул. Винниченка, 63<br>
<u>Телефони:</u> (0332)24-41-71<br>",,,,,,,
245,ГІЛЬДІЯ ІНЖИНІРИНГ,"м. Луцьк, Ковельська вул., 22",50.743078,25.313295,"<div align=""center""><b>Гільдія Інжиніринг</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 43001<br>
<u>Адреса:</u> м. Луцьк, Ковельська вул., 22<br>
<u>Телефони:</u> 0332 776 489<br>
<a href=""http://geotop.com.ua/index_ua.php"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> a@geotop.com.ua<br>",,,,,,,
246,Реформатор,"м. Луцьк, вул. Симиренка, 40",50.750657,25.284551,"<div align=""center""><b>Реформатор</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 43000<br>
<u>Адреса:</u> м. Луцьк, вул. Симиренка, 40<br>
<u>Телефони:</u> 0332 776 489<br>",,,,,,,
247,Ірта Консалтинг,"м. Луцьк, вул. 8-го Березня, 11А",50.750678,25.341487,"<div align=""center""><b>Ірта Консалтинг</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 43000<br>
<u>Адреса:</u> м. Луцьк, вул. 8-го Березня, 11А<br>
<u>Телефони:</u>(067)502-43-66<br>",,,,,,,
248,Олді,"м. Луцьк, вул. Винниченка, 67",50.751904,25.329468,"<div align=""center""><b>Олді</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 43021<br>
<u>Адреса:</u> м. Луцьк, вул. Винниченка, 67, офіс 402<br>
<u>Телефони:</u> +380(332)246464 <br>
<u>E-mail:</u> tovoldi@rambler.ru<br>",,,,,,,
249,Технічне бюро кадастру,"м. Луцьк,вул. Винниченка, 65",50.751678,25.329030,"<div align=""center""><b>Технічне бюро кадастру</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 43000<br>
<u>Адреса:</u> м. Луцьк,вул. Винниченка, 65<br>
<u>Телефони:</u> + 380(332)77-01-88<br>
<a href=""http://cadastr.lutsk.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> tbk@cadastr.lutsk.ua<br>",,,,,,,
250,ГЦНТП-ПЛЮС,"м. Луцьк, Ковельська вул., 1",50.740915,25.316488,"<div align=""center""><b>ГЦНТП-ПЛЮС</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 43016<br>
<u>Адреса:</u> м. Луцьк, Ковельська вул., 1<br>
<u>Телефони:</u> (0332)774405<br>",,,,,,,
251,Волинська Торгово-промислова палата,"м.Луцьк, вул.Яровиця, 18",50.753784,25.326275,"<div align=""center""><b>Волинська Торгово-промислова палата</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 43021<br>
<u>Адреса:</u> м.Луцьк, вул.Яровиця, 18<br>
<a href=""http://www.tpp.lutsk.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>Телефони:</u> 03322 40555<br>",,,,,,,
252,ГазПроектМонтаж,"м. Луцьк, вул. Винниченка, 69",50.752585,25.329767,"<div align=""center""><b>ГазПроектМонтаж</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 43021<br>
<u>Адреса:</u> м. Луцьк, вул. Винниченка, 69<br>
<a href=""http://www.tpp.lutsk.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>Телефони:</u>+380(332)784962<br>
<u>E-mail:</u> gazproektmontag_2014@mail.ru<br>",,,,,,,
253,Інститут земельних відносин,"м. Луцьк, вул. Шевченка, 35",50.746529,25.308505,"<div align=""center""><b>Інститут земельних відносин</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u>43025<br>
<u>Адреса:</u> м. Луцьк, вул. Шевченка, 35<br>
<u>Телефони:</u>+380 (332) 242231<br>",,,,,,,
254,"Державне підприємство ""Хмельницький науково-дослідний та проектний інститут землеустрою""","м. Хмельницький, Інститутська вул., 4/1",49.407243,26.965855,"<div align=""center""><b>Державне підприємство ""Хмельницький науково-дослідний та проектний інститут землеустрою""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 29016<br>
<u>Адреса:</u> м. Хмельницький, Інститутська вул., 4/1<br>
<u>Телефони:</u>(0382) 72-33-01<br>",,,,,,,
255,Контрактовий дім,"м.Хмельницький вул.Кам`янецька, 82",49.418546,26.974866,"<div align=""center""><b>Контрактовий дім</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 29000<br>
<u>Адреса:</u> м.Хмельницький вул.Кам`янецька, буд. 82, кв. 36<br>
<u>Телефони:</u>097 251 9843<br>",,,,,,,
256,Подільський земельний центр,"м. Хмельницький, вул. Гагаріна, 5",49.418684,26.977193,"<div align=""center""><b>Подільський земельний центр</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 29000<br>
<u>Адреса:</u>м. Хмельницький, вул. Гагаріна, 5<br>
<u>Телефони:</u>097 251 9843<br>",,,,,,,
257,ГІЛЬДІЯ ІНЖИНІРИНГ,"м. Хмельницький, вул. Рибалка, 3/1",49.438042,26.982391,"<div align=""center""><b>Гільдія Інжиніринг</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 29000<br>
<u>Адреса:</u> м. Хмельницький, вул. Рибалка, 3/1<br>
<u>Телефони:</u> 097-57-246-57<br>
<a href=""http://geotop.com.ua/index_ua.php"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> a@geotop.com.ua<br>",,,,,,,
258,"Хмельницька товарна біржа""НАЗАРЕТ""","м.Хмельницький, вул.Зарічанська, 34",49.436358,26.987030,"<div align=""center""><b>Хмельницька товарна біржа""НАЗАРЕТ""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 29000<br>
<u>Адреса:</u> м.Хмельницький, вул.Зарічанська, 34<br>
<u>Телефони:</u> (067) 383-49-13, (067) 380-40-95<br>
<a href=""http://utsb.kiev.ua/ukr/"" target=""_blank"">Офіційна веб-сторінка</a><br>",,,,,,,
259,Поділляземінвест,"м.Хмельницький, вул.Прибузька, 10",49.429061,26.989975,"<div align=""center""><b>Поділляземінвест</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 29000<br>
<u>Адреса:</u> м.Хмельницький, вул. Прибузька, 10<br>
<u>Телефони:</u> 0673802971, 0382 752 561<br>",,,,,,,
260,Поділляінвентарбюро,"м. Хмельницький, вул. Герцена, 10",49.417658,26.977470,"<div align=""center""><b>Поділляінвентарбюро</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 29000<br>
<u>Адреса:</u> м. Хмельницький, вул. Герцена, 10<br>
<u>Телефони:</u> 0382 702 065<br>",,,,,,,
261,Хмельницькгеопроект,"м. Хмельницький, Кам`янецька вул., 122",49.402870,26.961540,"<div align=""center""><b>Хмельницькгеопроект</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 29000<br>
<u>Адреса:</u> м.Хмельницький, вул. Кам`янецька,буд. 122(Бізнес центр ""Оріт""), офіс 305 <br>
<u>Телефони:</u> (0382)72-90-05 <br>
<a href=""http://geoland.at.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> xmgeoproekt@ukr.net<br>",,,,,,,
262,Діорит Плюс 1,"м. Хмельницький, Подільська вул., 22/2",49.426830,26.978502,"<div align=""center""><b>Діорит Плюс 1</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 29000<br>
<u>Адреса:</u> м. Хмельницький, Подільська вул., 22/2<br>
<u>Телефони:</u> 0382654808<br>
<u>E-mail:</u>dioritplys1@mail.ru<br>",,,,,,,
263,Спецбудмеханізація,"м. Хмельницький, вул. Геологів, 7",49.419432,26.953741,"<div align=""center""><b>Спецбудмеханізація</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 29000<br>
<u>Адреса:</u> м. Хмельницький, вул. Геологів, 7<br>
<u>Телефони:</u> (0382)660792, (0382)699809<br>
<u>E-mail:</u> xmgeoproekt@ukr.net<br>",,,,,,,
264,ГІЛЬДІЯ ІНЖИНІРИНГ,"м. Черкаси, вул. Героїв Сталінграду, 22А",49.434410,32.092812,"<div align=""center""><b>Гільдія Інжиніринг</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 29000<br>
<u>Адреса:</u> м. Черкаси, вул. Героїв Сталінграду, 22А, Офісний центр ""Митниця""<br>
<u>Телефони:</u> (047)250-86-89<br>
<a href=""http://geotop.com.ua/index_ua.php"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> a@geotop.com.ua<br>",,,,,,,
265,"Державне підприємство ""Черкаський науково-дослідний та проектний інститут землеустрою""","м. Черкаси, вул. Смілянська, 118",49.423737,32.040844,"<div align=""center""><b>Державне підприємство ""Черкаський науково-дослідний та проектний інститут землеустрою""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 18008<br>
<u>Адреса:</u> м. Черкаси, вул. Смілянська, 118<br>
<u>Телефони:</u>(0472) 63-77-42, (0472) 63-77-26, (0472) 63-78-49<br>",,,,,,,
266,Базилєвс,"м.Черкаси, вул.Руднєва, 41",49.408086,32.046751,"<div align=""center""><b>Базилєвс</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 18018<br>
<u>Адреса:</u> м.Черкаси, вул.Руднєва, буд.41, кв.26<br>",,,,,,,
267,Товарна біржа агропромислового комплексу центральних областей України,"м. Черкаси, вул. Смілянська, 131",49.416680,32.033611,"<div align=""center""><b>Товарна біржа агропромислового комплексу центральних областей України</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 18000<br>
<u>Адреса:</u>м. Черкаси, вул. Смілянська, 131<br>
<u>Телефони:</u>(0472)63-24-90<br>
<a href=""http://agrobirga.ck.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> tovagrobirga@gmail.com<br>",,,,,,,
268,Земельне бюро,"м. Черкаси, вул. Волкова, 101",49.429333,32.092236,"<div align=""center""><b>Земельне бюро</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 18000<br>
<u>Адреса:</u>м. Черкаси, вул. Волкова, 101, кв. 62<br>
<u>Телефони:</u>(0472) 54-69-69, 38-49-79, 38-49-69 <br>
<a href=""http://zb.ck.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> mail@zb.ck.ua <br>",,,,,,,
269,"Комунальне підприємство ""Земля"" Черкаської міської ради","м. Черкаси, вул. Благовісна, 227",49.439902,32.058430,"<div align=""center""><b>Комунальне підприємство ""Земля"" Черкаської міської ради</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 18002<br>
<u>Адреса:</u>м. Черкаси, вул. Благовісна, 227<br>",,,,,,,
270,Контакт-Сервіс,"м. Черкаси, вул. Кірова, 60",49.445657,32.054638,"<div align=""center""><b>Контакт-Сервіс</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 18002<br>
<u>Адреса:</u>м. Черкаси, вул. Кірова, 60<br>",,,,,,,
271,ТЕКС ,"м. Черкаси, вулиця Сержанта Жужоми, 6",49.447045,32.074329,"<div align=""center""><b>ТЕКС </b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 18021<br>
<u>Адреса:</u>м. Черкаси, вулиця Сержанта Жужоми, 6<br>
<u>Телефони:</u>(0472)45-65-81<br>
<a href=""www.teks.co.ua/geodezia.shtml"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> teks-ua@mail.ru <br>",,,,,,,
272,Абрис,"м. Черкаси, вул. В`ячеслава Чорновола, 267",49.402071,32.048745,"<div align=""center""><b>Абрис</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 18000<br>
<u>Адреса:</u>м. Черкаси, вул. В`ячеслава Чорновола, 267, офіс 27<br>
<u>Телефони:</u>+38(0472) 64-15-15, 56-43-17, 56-08-15 <br>
<a href=""www.teks.co.ua/geodezia.shtml"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> teks-ua@mail.ru <br>",,,,,,,
273,Жовтеь 2000,"м. Черкаси, вул. Сумгаїтська, 17",49.436941,32.019747,"<div align=""center""><b>Жовтень 2000</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 18000<br>
<u>Адреса:</u>м. Черкаси, вул. Сумгаїтська, 17<br>
<u>Телефони:</u>++38 (0472) 55-29-26<br>",,,,,,,
274,"Державне підприємство ""Миколаївський науково-дослідний та проектний інститут землеустрою""","м. Миколаїв, вул. Миру, 34",46.926472,31.983059,"<div align=""center""><b>Державне підприємство ""Миколаївський науково-дослідний та проектний інститут землеустрою""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 54034<br>
<u>Адреса:</u> м. Миколаїв, вул. Миру, 34<br>
<u>Телефони:</u>(0512)21-20-58<br>",,,,,,,
275,ГІЛЬДІЯ ІНЖИНІРИНГ,"м. Миколаїв, просп. Леніна, 93",46.965893,31.997766,"<div align=""center""><b>Гільдія Інжиніринг</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Адреса:</u> м. Миколаїв, просп. Леніна, 93, Бізнес-центр ""ДОРМАШИНА""<br>
<u>Телефони:</u> (051)271-04-90<br>
<a href=""http://geotop.com.ua/index_ua.php"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> a@geotop.com.ua<br>",,,,,,,
276,Терра-Юг,"м. Миколаїв, Велика Морська вул., 143",46.969403,32.012268,"<div align=""center""><b>Терра-Юг</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 54001<br>
<u>Адреса:</u> м. Миколаїв, Велика Морська вул., 143<br>
<u>Телефони:</u> +380 (98) 573-08-73, +380 (50) 988-41-08, +380 (67) 440-10-26<br>
<a href=""http:// terra-yug.com"" target=""_blank"">Офіційна веб-сторінка</a><br>",,,,,,,
277,НОМО,"м. Южноукраїнськ, Коммунистическая, 5",47.823421,31.179398,"<div align=""center""><b>НОМО</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 55000<br>
<u>Адреса:</u>Миколаївська область, м. Южноукраїнськ, Коммунистическая, 5, кв. 101<br>",,,,,,,
278,Підприємство Бізнес-Експерт,"м. Миколаїв, просп. Леніна, 177",46.963888,32.016964,"<div align=""center""><b>Підприємство Бізнес-Експерт</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 54008<br>
<u>Адреса:</u>м. Миколаїв, просп. Леніна, 177, кв. 52<br>",,,,,,,
279,Консалтингова фірма Снейл,"м. Миколаїв, Велика Морська вул., 45",46.973781,31.984637,"<div align=""center""><b>Консалтингова фірма Снейл</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 54030<br>
<u>Адреса:</u>м. Миколаїв, Велика Морська вул., 45<br>",,,,,,,
280,Гео-сервіс,"м. Миколаїв, вул. Лягіна, 4",46.974820,31.992691,"<div align=""center""><b>Гео-сервіс</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 54001<br>
<u>Адреса:</u> м. Миколаїв, вул. Лягіна, 4, оф. 409<br>
<u>Телефони:</u> +38 0512 228106<br>",,,,,,,
281,Будспецпроект-плюс,"м. Миколаїв, вул. Кірова, 220",46.972391,32.074384,"<div align=""center""><b>Будспецпроект-плюс</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 54031<br>
<u>Адреса:</u> м. Миколаїв, вул. Кірова, 220<br>",,,,,,,
282,"Універсальна біржа ""Номінал""","м. Миколаїв, Мала Морська вул., 51",46.960156,31.993830,"<div align=""center""><b>Універсальна біржа ""Номінал""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 54000<br>
<u>Адреса:</u> м. Миколаїв, Мала Морська вул., 51<br>",,,,,,,
283,Чорноморська Товарна біржа агропромислового комплексу,"м. Миколаїв, Московська вул., 54А",46.963466,31.990613,"<div align=""center""><b>Чорноморська Товарна біржа агропромислового комплексу</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 54017<br>
<u>Адреса:</u> м. Миколаїв, Московська вул., 54А<br>",,,,,,,
284,Континент-Плюс,"м.Богуслав, вул. Івана Франка",49.541958,30.866493,"<div align=""center""><b>Континент-Плюс</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 09700<br>
<u>Адреса:</u> Київська область, Богуславський район, м.Богуслав, вул. Івана Франка, 6<br>",,,,,,,
285,Земсервіс груп,"м.Бориспіль, вул. Лермонтова, 13",50.350038,30.946762,"<div align=""center""><b>Земсервіс груп</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 08300<br>
<u>Адреса:</u> Київська область, м.Бориспіль, вул. Лермонтова, 13<br>",,,,,,,
286,"Комунальне підприємство Броварської міської ради ""Бровариінвестбуд""","м.Бровари, вул. Гагаріна, 15",50.511125,30.792044,"<div align=""center""><b>Комунальне підприємство Броварської міської ради ""Бровариінвестбуд""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 07400<br>
<u>Адреса:</u> Київська область, м.Бровари, вул. Гагаріна, 15<br>",,,,,,,
287,Баришівський районний центр нерухомості,"смт.Баришівка, вул.Жовтнева, 29",50.353704,31.316694,"<div align=""center""><b>Баришівський районний центр нерухомості</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 07500<br>
<u>Адреса:</u> Київська область, Баришівський район, смт.Баришівка, вул.Жовтнева,буд.29<br>",,,,,,,
288,Нео-Бізальянс,"смт.Баришівка, пров.Липняцький, 1",50.353910,31.320889,"<div align=""center""><b>Нео-Бізальянс</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 07500<br>
<u>Адреса:</u> Київська область, Баришівський район, смт.Баришівка, пров.Липняцький, б. 1<br>",,,,,,,
289,Центр перспективного проектування та ринку земель,"м. Богуслав, вул.Миколаївська, буд. 25",49.547959,30.876010,"<div align=""center""><b>Центр перспективного проектування та ринку земель</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 09701<br>
<u>Адреса:</u> Київська область, Богуславський район, м.Богуслав, вул.Миколаївська, буд. 25, кв. 37<br>",,,,,,,
290,ЗемЮРКонсалтинг,"м.Вишгород, вул. Набережна, 7",50.584792,30.497072,"<div align=""center""><b>ЗемЮРКонсалтинг</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 09701<br>
<u>Адреса:</u> Київська область, Вишгородський район, м.Вишгород, вул. Набережна, б.7, кв. 204<br>
<u>Телефони:</u>+380 93801-80-08, +380 95795-49-20<br>",,,,,,,
291,"Державне підприємство ""Кримський науково-дослідний та проектний інститут землеустрою""","АР Крим, м. Сімферополь, вул. Кечкеметська, 114",44.975241,34.120889,"<div align=""center""><b>Державне підприємство ""Кримський науково-дослідний та проектний інститут землеустрою""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 95038<br>
<u>Адреса:</u>АР Крим, м. Сімферополь, вул. Кечкеметська, 114<br>
<u>Телефони:</u> (0652) 222476, (0652) 222476<br>",,,,,,,
292,Оазис,"АР Крим, м. Сімферополь, вул. Толстого, 33",44.951850,34.089052,"<div align=""center""><b>Оазис</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Адреса:</u>АР Крим, м. Сімферополь, вул. Толстого, 33<br>
<u>Телефони:</u> +38(0652)456536, +7(978)7127377<br>
<a href=""http://oazis-crimea.ucoz.ru/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> oazisber@yandex.ru<br>",,,,,,,
293,Геотоп,"АР Крим, м. Євпаторія, вул. Демишева, 11",45.194202,33.372365,"<div align=""center""><b>Геотоп</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Адреса:</u>АР Крим, м. Євпаторія, вул. Демишева, 11<br>
<u>Телефони:</u> +38(095)0615058<br>",,,,,,,
294,Триалис,"АР Крим, м. Сімферополь, вул. Воровского, 3",44.951006,34.107774,"<div align=""center""><b>Триалис</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Адреса:</u>АР Крим, м. Сімферополь, вул. Воровского, 3<br>
<u>Телефони:</u> +38(066)2617408<br>
<a href=""http://trialis.com.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> 0662617408@mail.ru<br>",,,,,,,
295,"Проектно-вишукувальний інститут ""КрымГИИНТИЗ""","АР Крим, м. Ялта, Червоноармійський перевулок, 42",44.486546,34.145566,"<div align=""center""><b>Проектно-вишукувальний інститут ""КрымГИИНТИЗ""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 98607<br>
<u>Адреса:</u>АР Крим, м. Ялта, Червоноармійський перевулок, 42<br>
<u>Телефони:</u> +38 0654 261178<br>
<u>E-mail:</u> yalta@giintiz.crimea.ua<br>",,,,,,,
296,ГІЛЬДІЯ ІНЖИНІРИНГ,"АР Крим, м. Ялта, вул. Робоча, 32",44.507501,34.161921,"<div align=""center""><b>Гільдія Інжиніринг</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Адреса:</u>АР Крим, м. Ялта, вул. Робоча, 32<br>
<u>Телефони:</u> +38(097)5724657<br>
<a href=""http://geotop.com.ua/index_ua.php"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> a@geotop.com.ua<br>",,,,,,,
297,КерчьГаз,"АР Крим, м. Керч, вул. Чкалова, 141",45.349377,36.439377,"<div align=""center""><b>КерчьГаз</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 98300<br>
<u>Адреса:</u>АР Крим, м. Керч, вул. Чкалова, 141<br>
<u>Телефони:</u> +38 06561 21553 <br>",,,,,,,
298,НедраПроект,"АР Крим, м. Сімферополь, вул. Мате Залки, 23",44.949799,34.132459,"<div align=""center""><b>НедраПроект</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 295053<br>
<u>Адреса:</u> АР Крим, м. Сімферополь, вул. Мате Залки, 23<br>
<u>Телефони:</u> +7 978 7551242, +7 3652 7551242<br>
<a href=""http://nedraproject.com/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> contact@nedraproject.com<br>",,,,,,,
299,Екоземпроект,"АР Крим, м. Сімферополь, вул. Карла Маркса, 40",44.954991,34.092286,"<div align=""center""><b>Екоземпроект</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 295006<br>
<u>Адреса:</u>АР Крим, м. Сімферополь, вул. Карла Маркса, 40<br>
<u>Телефони:</u> +7 3652 601951<br>",,,,,,,
300,Кримська будівельна компанія,"АР Крим, м. Ялта, вул. Гоголя, 20",44.489982,34.156361,"<div align=""center""><b>Кримська будівельна компанія</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 298635<br>
<u>Адреса:</u> АР Крим, м. Ялта, вул. Гоголя, 20<br>
<u>Телефони:</u> +7 3654 234284<br>
<a href=""http://kck-ltd.com.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>",,,,,,,
